Id,WnvPresent
1,0.062217436759245785
2,0.0449513400281903
3,0.055917330574587844
4,0.027699255495992604
5,0.023173522174255473
6,0.05394171783291627
7,0.05394171783291627
8,0.05394171783291627
9,0.01557737218659055
10,0.009020783896481168
11,0.013929863429440645
12,0.007020287097315071
13,0.005626351729361509
14,0.013416626206078863
15,0.013416626206078863
16,0.013416626206078863
17,0.04589371551052113
18,0.026925856049631137
19,0.04117396801530532
20,0.021038935901648514
21,0.016908882182794394
22,0.03969734937567647
23,0.03969734937567647
24,0.03969734937567647
25,0.010553338130765574
26,0.005829157800174976
27,0.009432094898545065
28,0.004742798599500903
29,0.0040650925197849045
30,0.00908304869769765
31,0.00908304869769765
32,0.00908304869769765
33,0.01915105698478457
34,0.011107259866425094
35,0.017132162594713802
36,0.008648093076033822
37,0.006933200281412519
38,0.016502913265648733
39,0.016502913265648733
40,0.016502913265648733
41,0.05602659546775375
42,0.03301573759856802
43,0.05031973340499305
44,0.02583270636190885
45,0.020781586941436083
46,0.04853172259302172
47,0.04853172259302172
48,0.04853172259302172
49,0.01915105698478457
50,0.011107259866425094
51,0.017132162594713802
52,0.008648093076033822
53,0.006933200281412519
54,0.016502913265648733
55,0.016502913265648733
56,0.016502913265648733
57,0.01915105698478457
58,0.011107259866425094
59,0.017132162594713802
60,0.008648093076033822
61,0.006933200281412519
62,0.016502913265648733
63,0.016502913265648733
64,0.016502913265648733
65,0.05602659546775375
66,0.03301573759856802
67,0.05031973340499305
68,0.02583270636190885
69,0.020781586941436083
70,0.04853172259302172
71,0.04853172259302172
72,0.04853172259302172
73,0.01915105698478457
74,0.011107259866425094
75,0.017132162594713802
76,0.008648093076033822
77,0.006933200281412519
78,0.016502913265648733
79,0.016502913265648733
80,0.016502913265648733
81,0.01915105698478457
82,0.011107259866425094
83,0.017132162594713802
84,0.008648093076033822
85,0.006933200281412519
86,0.016502913265648733
87,0.016502913265648733
88,0.016502913265648733
89,0.05602659546775375
90,0.03301573759856802
91,0.05031973340499305
92,0.02583270636190885
93,0.020781586941436083
94,0.04853172259302172
95,0.04853172259302172
96,0.04853172259302172
97,0.05602659546775375
98,0.03301573759856802
99,0.05031973340499305
100,0.02583270636190885
101,0.020781586941436083
102,0.04853172259302172
103,0.04853172259302172
104,0.04853172259302172
105,0.01915105698478457
106,0.011107259866425094
107,0.017132162594713802
108,0.008648093076033822
109,0.006933200281412519
110,0.016502913265648733
111,0.016502913265648733
112,0.016502913265648733
113,0.04589371551052113
114,0.026925856049631137
115,0.04117396801530532
116,0.021038935901648514
117,0.016908882182794394
118,0.03969734937567647
119,0.03969734937567647
120,0.03969734937567647
121,0.01557737218659055
122,0.009020783896481168
123,0.013929863429440645
124,0.007020287097315071
125,0.005626351729361509
126,0.013416626206078863
127,0.013416626206078863
128,0.013416626206078863
129,0.01915105698478457
130,0.011107259866425094
131,0.017132162594713802
132,0.008648093076033822
133,0.006933200281412519
134,0.016502913265648733
135,0.016502913265648733
136,0.016502913265648733
137,0.05602659546775375
138,0.03301573759856802
139,0.05031973340499305
140,0.02583270636190885
141,0.020781586941436083
142,0.04853172259302172
143,0.04853172259302172
144,0.04853172259302172
145,0.008570013469893712
146,0.004729420673457912
147,0.0076578584169201625
148,0.0038472224036880053
149,0.003297062702591054
150,0.0073739812363477295
151,0.0073739812363477295
152,0.0073739812363477295
153,0.062217436759245785
154,0.0449513400281903
155,0.055917330574587844
156,0.027699255495992604
157,0.023173522174255473
158,0.05394171783291627
159,0.05394171783291627
160,0.05394171783291627
161,0.04589371551052113
162,0.026925856049631137
163,0.04117396801530532
164,0.021038935901648514
165,0.016908882182794394
166,0.03969734937567647
167,0.03969734937567647
168,0.03969734937567647
