Id,WnvPresent
1,0.013968584
2,0.009149802
3,0.011873719
4,0.0026299248
5,0.003286714
6,0.010946735
7,0.010946735
8,0.010946735
9,0.0030900857
10,0.0016609344
11,0.002622325
12,0.0006294699
13,0.00072099327
14,0.002415836
15,0.002415836
16,0.002415836
17,0.016929485
18,0.009158482
19,0.013275723
20,0.0034269828
21,0.0039925645
22,0.013275723
23,0.013275723
24,0.013275723
25,0.0019685773
26,0.0008408549
27,0.0016703018
28,0.0004006527
29,0.0004589219
30,0.0015386605
31,0.0015386605
32,0.0015386605
33,0.004164909
34,0.0022397735
35,0.0035350244
36,0.0008491473
37,0.00097258005
38,0.0032569016
39,0.0032569016
40,0.0032569016
41,0.022708407
42,0.012317993
43,0.01783005
44,0.0046184463
45,0.005379603
46,0.01783005
47,0.01783005
48,0.01783005
49,0.004164909
50,0.0022397735
51,0.0035350244
52,0.0008491473
53,0.00097258005
54,0.0032569016
55,0.0032569016
56,0.0032569016
57,0.004164909
58,0.0022397735
59,0.0035350244
60,0.0008491473
61,0.00097258005
62,0.0032569016
63,0.0032569016
64,0.0032569016
65,0.022708407
66,0.012317993
67,0.01783005
68,0.0046184463
69,0.005379603
70,0.01783005
71,0.01783005
72,0.01783005
73,0.004164909
74,0.0022397735
75,0.0035350244
76,0.0008491473
77,0.00097258005
78,0.0032569016
79,0.0032569016
80,0.0032569016
81,0.004164909
82,0.0022397735
83,0.0035350244
84,0.0008491473
85,0.00097258005
86,0.0032569016
87,0.0032569016
88,0.0032569016
89,0.022708407
90,0.012317993
91,0.01783005
92,0.0046184463
93,0.005379603
94,0.01783005
95,0.01783005
96,0.01783005
97,0.022708407
98,0.012317993
99,0.01783005
100,0.0046184463
101,0.005379603
102,0.01783005
103,0.01783005
104,0.01783005
105,0.004164909
106,0.0022397735
107,0.0035350244
108,0.0008491473
109,0.00097258005
110,0.0032569016
111,0.0032569016
112,0.0032569016
113,0.016929485
114,0.009158482
115,0.013275723
116,0.0034269828
117,0.0039925645
118,0.013275723
119,0.013275723
120,0.013275723
121,0.0030900857
122,0.0016609344
123,0.002622325
124,0.0006294699
125,0.00072099327
126,0.002415836
127,0.002415836
128,0.002415836
129,0.004164909
