Id,WnvPresent
1,0.017145708010187378
2,0.018111238404528825
3,0.04317837264795603
4,0.02436360749787505
5,0.02436360749787505
6,0.02436360749787505
7,0.02436360749787505
8,0.02436360749787505
9,0.009266649721223473
10,0.0027155986734122826
11,0.024365211629666015
12,0.010116988199012932
13,0.010116988199012932
14,0.010116988199012932
15,0.010116988199012932
16,0.010116988199012932
17,0.0348845381668157
18,0.0005646489561904766
19,0.03920742315585621
20,0.02536859240699567
21,0.02536859240699567
22,0.02536859240699567
23,0.02536859240699567
24,0.02536859240699567
25,0.004945114286192307
26,0.0015850767085076707
27,0.019301007946209592
28,0.0032352766125537287
29,0.0032352766125537287
30,0.0032352766125537287
31,0.0032352766125537287
32,0.0032352766125537287
33,0.010262160383400802
34,0.002468685093165369
35,0.024118298049419097
36,0.009870074618766017
37,0.009870074618766017
38,0.009870074618766017
39,0.009870074618766017
40,0.009870074618766017
41,0.036126962409239946
42,0.0005646489561904766
43,0.03920742315585621
44,0.02536859240699567
45,0.02536859240699567
46,0.02536859240699567
47,0.02536859240699567
48,0.02536859240699567
49,0.010262160383400802
50,0.002468685093165369
51,0.024118298049419097
52,0.009870074618766017
53,0.009870074618766017
54,0.009870074618766017
55,0.009870074618766017
56,0.009870074618766017
57,0.010262160383400802
58,0.002468685093165369
59,0.024118298049419097
60,0.009870074618766017
61,0.009870074618766017
62,0.009870074618766017
63,0.009870074618766017
64,0.009870074618766017
65,0.036126962409239946
66,0.0005646489561904766
67,0.03920742315585621
68,0.02536859240699567
69,0.02536859240699567
70,0.02536859240699567
71,0.02536859240699567
72,0.02536859240699567
73,0.009978816039276894
74,0.0033134717702360656
75,0.02674966809339317
76,0.009823416665174655
77,0.009823416665174655
78,0.009823416665174655
79,0.009823416665174655
80,0.009823416665174655
81,0.010262160383400802
82,0.002468685093165369
83,0.024118298049419097
84,0.009870074618766017
85,0.009870074618766017
86,0.009870074618766017
87,0.009870074618766017
88,0.009870074618766017
89,0.036126962409239946
90,0.0005646489561904766
91,0.03920742315585621
92,0.02536859240699567
93,0.02536859240699567
94,0.02536859240699567
95,0.02536859240699567
96,0.02536859240699567
97,0.036126962409239946
98,0.0005646489561904766
99,0.03920742315585621
100,0.02536859240699567
101,0.02536859240699567
102,0.02536859240699567
103,0.02536859240699567
104,0.02536859240699567
105,0.010262160383400802
106,0.002468685093165369
107,0.024118298049419097
108,0.009870074618766017
109,0.009870074618766017
110,0.009870074618766017
111,0.009870074618766017
112,0.009870074618766017
113,0.0348845381668157
114,0.0005646489561904766
115,0.03920742315585621
116,0.02536859240699567
117,0.02536859240699567
118,0.02536859240699567
119,0.02536859240699567
120,0.02536859240699567
121,0.009266649721223473
122,0.0027155986734122826
123,0.024365211629666015
124,0.010116988199012932
125,0.010116988199012932
126,0.010116988199012932
127,0.010116988199012932
128,0.010116988199012932
129,0.010262160383400802
130,0.002468685093165369
131,0.024118298049419097
132,0.009870074618766017
133,0.009870074618766017
134,0.009870074618766017
135,0.009870074618766017
136,0.009870074618766017
137,0.036126962409239946
138,0.0005646489561904766
139,0.03920742315585621
140,0.02536859240699567
141,0.02536859240699567
142,0.02536859240699567
143,0.02536859240699567
144,0.02536859240699567
145,0.003949603624014979
146,0.0006653236220879177
147,0.019547921526456503
148,0.003482190192800642
149,0.003482190192800642
150,0.003482190192800642
151,0.003482190192800642
152,0.003482190192800642
153,0.017145708010187378
154,0.018111238404528825
155,0.04317837264795603
156,0.02436360749787505
157,0.02436360749787505
158,0.02436360749787505
159,0.02436360749787505
160,0.02436360749787505
161,0.0348845381668157
162,0.0005646489561904766
163,0.03920742315585621
164,0.02536859240699567
165,0.02536859240699567
166,0.02536859240699567
167,0.02536859240699567
168,0.02536859240699567
169,0.010262160383400802
170,0.002468685093165369
171,0.024118298049419097
172,0.009870074618766017
173,0.009870074618766017
174,0.009870074618766017
175,0.009870074618766017
176,0.009870074618766017
177,0.009266649721223473
178,0.0027155986734122826
179,0.024365211629666015
180,0.010116988199012932
181,0.010116988199012932
182,0.010116988199012932
183,0.010116988199012932
184,0.010116988199012932
185,0.017145708010187378
186,0.018111238404528825
187,0.04317837264795603
188,0.02436360749787505
189,0.02436360749787505
190,0.02436360749787505
191,0.02436360749787505
192,0.02436360749787505
193,0.036126962409239946
194,0.0005646489561904766
195,0.03920742315585621
196,0.02536859240699567
197,0.02536859240699567
198,0.02536859240699567
199,0.02536859240699567
200,0.02536859240699567
201,0.036126962409239946
202,0.0005646489561904766
203,0.03920742315585621
204,0.02536859240699567
205,0.02536859240699567
206,0.02536859240699567
207,0.02536859240699567
208,0.02536859240699567
209,0.036126962409239946
210,0.0005646489561904766
211,0.03920742315585621
212,0.02536859240699567
213,0.02536859240699567
214,0.02536859240699567
215,0.02536859240699567
216,0.02536859240699567
217,0.009978816039276894
218,0.0033134717702360656
219,0.02674966809339317
220,0.009823416665174655
221,0.009823416665174655
222,0.009823416665174655
223,0.009823416665174655
224,0.009823416665174655
225,0.010262160383400802
226,0.002468685093165369
227,0.024118298049419097
228,0.009870074618766017
229,0.009870074618766017
230,0.009870074618766017
231,0.009870074618766017
232,0.009870074618766017
233,0.017145708010187378
234,0.019277905071195495
235,0.04317837264795603
236,0.02436360749787505
237,0.02436360749787505
238,0.02436360749787505
239,0.02436360749787505
240,0.02436360749787505
241,0.009266649721223473
242,0.0027155986734122826
243,0.024365211629666015
244,0.010116988199012932
245,0.010116988199012932
246,0.010116988199012932
247,0.010116988199012932
248,0.010116988199012932
249,0.009266649721223473
250,0.0027155986734122826
251,0.024365211629666015
252,0.010116988199012932
253,0.010116988199012932
254,0.010116988199012932
255,0.010116988199012932
256,0.010116988199012932
257,0.010262160383400802
258,0.002468685093165369
259,0.024118298049419097
260,0.009870074618766017
261,0.009870074618766017
262,0.009870074618766017
263,0.009870074618766017
264,0.009870074618766017
265,0.009266649721223473
266,0.0027155986734122826
267,0.024365211629666015
268,0.010116988199012932
269,0.010116988199012932
270,0.010116988199012932
271,0.010116988199012932
272,0.010116988199012932
273,0.036126962409239946
274,0.0005646489561904766
275,0.03920742315585621
276,0.02536859240699567
277,0.02536859240699567
278,0.02536859240699567
279,0.02536859240699567
280,0.02536859240699567
281,0.009266649721223473
282,0.0027155986734122826
283,0.024365211629666015
284,0.010116988199012932
285,0.010116988199012932
286,0.010116988199012932
287,0.010116988199012932
288,0.010116988199012932
289,0.009266649721223473
290,0.0027155986734122826
291,0.024365211629666015
292,0.010116988199012932
293,0.010116988199012932
294,0.010116988199012932
295,0.010116988199012932
296,0.010116988199012932
297,0.008983305377099566
298,0.0023937186838163126
299,0.026996581673640083
300,0.010070330245421569
301,0.010070330245421569
302,0.010070330245421569
303,0.010070330245421569
304,0.010070330245421569
305,0.004945114286192307
306,0.0015850767085076707
307,0.019301007946209592
308,0.0032352766125537287
309,0.0032352766125537287
310,0.0032352766125537287
311,0.0032352766125537287
312,0.0032352766125537287
313,0.004945114286192307
314,0.0015850767085076707
315,0.019301007946209592
316,0.0032352766125537287
317,0.0032352766125537287
318,0.0032352766125537287
319,0.0032352766125537287
320,0.0032352766125537287
321,0.036126962409239946
322,0.0005646489561904766
323,0.03920742315585621
324,0.02536859240699567
325,0.02536859240699567
326,0.02536859240699567
327,0.02536859240699567
328,0.02536859240699567
329,0.010262160383400802
330,0.002468685093165369
331,0.024118298049419097
332,0.009870074618766017
333,0.009870074618766017
334,0.009870074618766017
335,0.009870074618766017
336,0.009870074618766017
337,0.003949603624014979
338,0.0006653236220879177
339,0.019547921526456503
340,0.003482190192800642
341,0.003482190192800642
342,0.003482190192800642
343,0.003482190192800642
344,0.003482190192800642
345,0.0348845381668157
346,0.0005646489561904766
347,0.03920742315585621
348,0.02536859240699567
349,0.02536859240699567
350,0.02536859240699567
351,0.02536859240699567
352,0.02536859240699567
353,0.009266649721223473
354,0.0027155986734122826
355,0.024365211629666015
356,0.010116988199012932
357,0.010116988199012932
358,0.010116988199012932
359,0.010116988199012932
360,0.010116988199012932
361,0.017145708010187378
362,0.018111238404528825
363,0.04317837264795603
364,0.02436360749787505
365,0.02436360749787505
366,0.02436360749787505
367,0.02436360749787505
368,0.02436360749787505
369,0.0348845381668157
370,0.0005646489561904766
371,0.03920742315585621
372,0.02536859240699567
373,0.02536859240699567
374,0.02536859240699567
375,0.02536859240699567
376,0.02536859240699567
377,0.017145708010187378
378,0.018111238404528825
379,0.04317837264795603
380,0.02436360749787505
381,0.02436360749787505
382,0.02436360749787505
383,0.02436360749787505
384,0.02436360749787505
385,0.0348845381668157
386,0.0005646489561904766
387,0.03920742315585621
388,0.02536859240699567
389,0.02536859240699567
390,0.02536859240699567
391,0.02536859240699567
392,0.02536859240699567
393,0.010262160383400802
394,0.002468685093165369
395,0.024118298049419097
396,0.009870074618766017
397,0.009870074618766017
398,0.009870074618766017
399,0.009870074618766017
400,0.009870074618766017
401,0.009266649721223473
402,0.0027155986734122826
403,0.024365211629666015
404,0.010116988199012932
405,0.010116988199012932
406,0.010116988199012932
407,0.010116988199012932
408,0.010116988199012932
409,0.010262160383400802
410,0.002468685093165369
411,0.024118298049419097
412,0.009870074618766017
413,0.009870074618766017
414,0.009870074618766017
415,0.009870074618766017
416,0.009870074618766017
417,0.010262160383400802
418,0.002468685093165369
419,0.024118298049419097
420,0.009870074618766017
421,0.009870074618766017
422,0.009870074618766017
423,0.009870074618766017
424,0.009870074618766017
425,0.004945114286192307
426,0.0015850767085076707
427,0.019301007946209592
428,0.0032352766125537287
429,0.0032352766125537287
430,0.0032352766125537287
431,0.0032352766125537287
432,0.0032352766125537287
433,0.010262160383400802
434,0.002468685093165369
435,0.024118298049419097
436,0.009870074618766017
437,0.009870074618766017
438,0.009870074618766017
439,0.009870074618766017
440,0.009870074618766017
441,0.010262160383400802
442,0.002468685093165369
443,0.024118298049419097
444,0.009870074618766017
445,0.009870074618766017
446,0.009870074618766017
447,0.009870074618766017
448,0.009870074618766017
449,0.010262160383400802
450,0.002468685093165369
451,0.024118298049419097
452,0.009870074618766017
453,0.009870074618766017
454,0.009870074618766017
455,0.009870074618766017
456,0.009870074618766017
457,0.010262160383400802
458,0.002468685093165369
459,0.024118298049419097
460,0.009870074618766017
461,0.009870074618766017
462,0.009870074618766017
463,0.009870074618766017
464,0.009870074618766017
465,0.010262160383400802
466,0.002468685093165369
467,0.024118298049419097
468,0.009870074618766017
469,0.009870074618766017
470,0.009870074618766017
471,0.009870074618766017
472,0.009870074618766017
473,0.017145708010187378
474,0.018111238404528825
